"id","request_for_specialist_id","candidate_id","status","next_step_id","due_date","is_main","start_date","deadline_sla_date","result_date","result_comment","rate","is_active","is_staffing","staffing_file_id","is_favorite","interview_date","resume_request_id","assigned_date","status_reason_id","cancel_reject_initiator_id"
3937,805,6766,CANCEL,,,0,,,"2022-07-24 21:00:00","Чудов Александр (Laba) 
Был в подготовке с 22.06 по настоящий момент. Провели 3 техпрогона, динамики не наблюдаем, показал себя на уровень J2. Видим большой риск того, что лаборант не сможет зайти на проект, т.к. в данный момент заказчик повысил требования к вакансии и рассматривает исключительно S. Будем прекращать подготовку кандидата. Попрошу рассмотреть на другие проекты.",,1,1,1058,0,,,,12,
3938,2700,11727,ASSIGNED,,,1,,,"2022-06-23 08:50:28",,,1,1,,0,,,,,
3939,2595,12234,REJECT,,,0,,,"2022-06-30 21:00:00","Шевелев Евгений КсР - не подошёл по собесу под наш проект, отпустили.",,1,1,,0,,,,12,
3940,2595,12466,CANCEL,,,0,,,"2022-06-20 21:00:00",Крючков перенесен на другой деманд проекта_________,,1,1,,0,,,,12,
3941,2739,1244,CANCEL,,,0,,,"2022-06-21 21:00:00",Кандидат выбрал другой проект.....................................,,1,1,,0,,,,12,
3942,2690,3718,CANCEL,,,0,,,"2022-06-20 21:00:00","Лавренов Алексей - Кандидат не смотрит РФ проекты, сейчас готовится к иностранному",,1,1,,0,,,,12,
3943,2787,1203,CANCEL,,,0,,,"2022-06-28 21:00:00","Лукьяненко снимаем, Кажуро не готов рассматриваться на позицию сен, показываем как мид",,1,1,,0,,,,12,
3944,2743,1607,REJECT,,,0,,,"2022-07-10 21:00:00","Справился плохо. Базовую таску на реализацию умножения столбиком не осилил, не понимал, как числа вообще работают. По языку тоже много вопросов, так как не помнил базовые методы тех же строк. Вторую задачу почти не успели в итоге, но и там были сомнительные задатки для выхода на решение.",,1,1,,0,,,,12,
3945,2789,1605,CANCEL,,,0,,,"2022-07-25 21:00:00",The position was closed by the customer due to internal reasons.,,1,1,,1,,8151,,3,
3946,1182,12170,CANCEL,13,"2022-07-19",0,,,"2022-07-22 08:10:54","клиент долго не отвечает по данной позиции и кандидату, закрываем деманд так как это больше трата времени чем работа",,1,1,,0,,,,,
3947,2658,2150,CANCEL,,,0,,,"2022-07-20 21:00:00","Клиент не подписал документы, гарантийку и отказывается делать аванс
+ клиент в отпуске 3 недели.

замораживаем присейл - если клиент вернется - сначала документы, потом сотрудники",,1,1,,0,,,,12,
3948,2832,1589,CANCEL,8,"2022-06-27",0,,,"2022-06-27 11:03:05","Деманд закрыт заказчиком, позиция закрыта другим вендором",,1,1,,0,,,,12,
3949,1901,12116,CANCEL,,,0,,,"2022-06-29 21:00:00",Vasiliauskas Zygimantas - принял оффер другой компании.,,1,1,,0,,,,12,
3950,2777,2615,CANCEL,,,0,,,"2022-06-26 21:00:00",Candidate's skill level is not suitable for the position,,1,1,,0,,,,12,
3951,2815,2086,CANCEL,,,0,,,"2022-06-20 21:00:00","Заказчик не рассматривает замены, деманд создан пока заказчик ищет проект внутри пула для продления",,1,1,,0,,,,12,
3952,2835,682,CANCEL,4,"2022-06-23",0,,,"2022-06-24 11:12:26","Закрываем деманд:
""Совместно с Заказчиком было принято решение открыть ставку разработчика Шины внутри компании. Поэтому, на текущий момент останавливаем подбор разработчиков Шины.""",,1,1,,0,,,,12,
3953,2046,11369,CANCEL,,,0,,,"2022-06-22 21:00:00","Межлумян Асмик - снимаем кандидатов, до выяснения требований.",,1,1,,0,,,,12,
3954,1223,304,CANCEL,,,0,,,"2022-07-03 21:00:00","Клиент отказался от вакансии так как проблемы с доступом VPN, также не понравилось резюме",,1,1,,0,,,,12,
3955,2713,2678,CANCEL,,,0,,,"2022-07-19 21:00:00",Sorokin Vadim - уточняем у заказчика потребность в данном деманде.,,1,1,,0,,,,12,
3956,2611,11188,CANCEL,,,0,,,"2022-06-30 21:00:00",Saghatelyan Armine - предоставили другого кандидата на данный проект.,,1,1,,0,,,,12,
3957,2767,11401,CANCEL,,,0,,,"2022-06-21 13:45:37",Клиент нашел разработчика SQL самостоятельно. Деманд не актуален,,1,1,,0,,,,12,
3958,2365,4386,REJECT,,,0,,,"2022-06-26 21:00:00",Кандидат в отпуске с 20.06 по 10.07 включительно......,,1,1,,0,,,,12,
3959,2767,11219,CANCEL,,,0,,,"2022-06-21 13:45:37",Клиент нашел разработчика SQL самостоятельно. Деманд не актуален,,1,1,,0,,,,12,
3960,2153,8337,CANCEL,4,"2022-06-24",0,,,"2022-06-23 14:07:38",Заказчик обещал вернуться к обсуждении позиции в июле.,,1,1,,0,,,,12,
3961,1901,12040,ASSIGNED,,,1,,,"2022-07-22 13:31:01",,,1,1,,0,,,,,
3962,2608,6741,CANCEL,,,0,,,"2022-07-11 21:00:00",Кудрин - старт на другом проекте - снимаю с деманда,,1,1,,0,,,,12,
3963,2042,11931,CANCEL,,,0,,,"2022-06-20 21:00:00",Ribeiro Jorge - распределен на другую позицию этого же проекта.,,1,1,,0,,,,12,
3964,2045,11996,CANCEL,,,0,,,"2022-06-22 21:00:00","Sobirov Siroj - выясняем требования к позиции, снимаем кандидатов.",,1,1,,0,,,,12,
3965,2040,11838,CANCEL,,,0,,,"2022-06-22 21:00:00",Кравцова Марина - выясняем у заказчика требования к кандидатам.,,1,1,,1,,,,12,
3966,2616,6070,CANCEL,,,0,,,"2022-07-10 21:00:00","Бабаян Артур увольнение, снимаем с деманда кандидата",,1,1,,0,,,,12,
3967,1872,173,CANCEL,,,0,,,"2022-06-23 21:00:00","Орлов Сергей - отказался от проекта, много сомнений по поводу стека",,1,1,,0,,,,12,
3968,2045,11931,CANCEL,,,0,,,"2022-06-22 21:00:00","Ribeiro Jorge - выясняем требования к позиции, снимаем кандидатов.",,1,1,,0,,,,12,
3969,2046,11259,CANCEL,,,0,,,"2022-06-22 21:00:00","Ахметов Дамир - снимаем кандидатов, до выяснения требований.",,1,1,,0,,,,12,
3970,2149,11744,CANCEL,,,0,,,"2022-07-07 21:00:00",Naiden Aleksei - кандидат отказался от нашего оффера в пользу другой компании.,,1,1,,1,,,,12,
3971,2849,339,ASSIGNED,,,1,,,"2022-06-21 18:36:07",,,1,1,,0,,,,,
3972,2848,3979,ASSIGNED,,,1,,,"2022-06-21 18:37:33",,,1,1,,0,,,,,
3973,2607,4334,CANCEL,,,0,,,"2022-07-11 21:00:00",старт на другом проекте - Винярский - снимаю с деманда,,1,1,,0,,,,12,
3974,2606,3790,CANCEL,,,0,,,"2022-07-06 21:00:00","пока что снимаю с деманда, т.к. не будем засылать остальные сиви пока не подпишутся доки и не рассмотрят первых двух отправленных девопсов (Пыстогов)",,1,1,,0,,,,12,
3975,2718,4049,CANCEL,13,"2022-06-29",0,,,"2022-06-30 10:53:51","The client said that the budget for the position of a .Net developer will be agreed only at the end of September, so the demand is on hold now",,1,1,,0,,,,12,
3976,2324,4565,CANCEL,16,"2022-06-30",0,,,"2022-07-04 10:36:02",Деманд закрыт заказчиком. Потребность отсутсвует...,,1,1,,0,,,,12,
3977,2845,12192,REJECT,,,0,,,"2022-07-06 21:00:00",".net Шульский Андрей. Отказ по интервью. МТС хочет видеть кандидатов уровня выше (ведущий разработчик) Андрей с нашей стороны хорошо прошел все прогоны: 88, 90%). Но очевидно, что хотят ""второго Казакова"". То есть ищем коммуникабельного синьора.

Андрея, увы, отпускаю на бенч(",,1,1,,1,,,,12,
3978,2599,7645,CANCEL,,,0,,,"2022-06-21 21:00:00","ищем AQA JS от уровня Middle, он будет один на проекте.",,1,1,,0,,,,12,
3979,2881,2037,CANCEL,13,"2022-06-29",0,,,"2022-06-27 15:32:36","Заказчик сообщил, что не готов далее рассматривать кандидата.",,1,1,965,0,,,,12,
3980,2872,11966,CANCEL,,,0,,,"2022-06-26 21:00:00","Корнеева Катерина -кср - на Миграции ЕФС заказчик хочет только с опытом ЕФС, отменяем, перекидываем на другой проект",,1,1,,1,,,,12,
3981,2794,1446,CANCEL,,,0,,,"2022-06-21 21:00:00","Швец уже проходил собес в апреле, получил отказ...",,1,1,,0,,,,12,
3982,2866,2292,ASSIGNED,,,1,,,"2022-06-27 14:28:18",,,1,1,,0,,,,,
3983,2865,4421,CANCEL,,,0,,,"2022-06-27 21:00:00","Шпаковский Илья - отменяем подготовку, тк заказчику принципиален опыт работы с ЕФС на данный момент",,1,1,,1,,,,12,
3984,2864,1496,CANCEL,,,0,,,"2022-06-27 21:00:00","Кавенькин Валерий - отменяем подготовку, тк заказчику принципиален опыт работы с ЕФС на данный момент",,1,1,,0,,,,12,
3985,581,12260,CANCEL,,,0,,,"2022-06-23 21:00:00",Yurkevich Alesia Стефа отказалась._______________________,,1,1,,0,,,,12,
3986,2868,3866,REJECT,,,0,,,"2022-07-07 21:00:00",Пушин Александр - получили отказ после собеседования. Выбор в пользу другого кандидата. Замешкался на выполнении задания на собеседовании,,1,1,,0,,,,12,
3987,2869,3938,ASSIGNED,,,1,,,"2022-07-01 12:43:14",,,1,1,,1,,,,,
3988,2589,1589,CANCEL,,,0,,,"2022-06-22 21:00:00",ошибка_______________________________________________,,1,1,,0,,,,12,
3989,2883,7660,CANCEL,10,"2022-06-30",0,,,"2022-06-30 06:48:58",заказчик полностью остановил подбор на все позиции,,1,1,,0,,,,12,
3990,2588,1687,CANCEL,,,0,,,"2022-06-21 21:00:00","Киселев Михаил:
требование заказчика - работа из офиса в Москве, у кандидата нет возможности на переезд",,1,1,,0,,,,12,
3991,2589,4382,CANCEL,,,0,,,"2022-06-21 21:00:00","Немов Андрей:
Находится в Грузии. Требование заказчика: территория РФ",,1,1,,0,,,,12,
3992,2588,4779,CANCEL,,,0,,,"2022-06-21 21:00:00","Рассматривали его недавно на Сбер риски. Отказались от него 17.06, т.к. он планирует через 2 месяца менять страну проживания",,1,1,,0,,,,12,
3993,2840,12001,REJECT,,,0,,,"2022-06-30 21:00:00","Раткин Сергей КсР - Не прошёл на сеньорную позицию, от мидловской отказался",,1,1,,0,,,,12,
3994,2846,4030,CANCEL,,,0,,,"2022-06-21 21:00:00","Предлагали заказчику Сергея Кузнецова в эту команду, он им не подходит, так как с кандидатом проводилось внутри компании 2 технических и 1 продуктовое интервью.",,1,1,,0,,,,12,
3995,2850,4737,CANCEL,,,0,,,"2022-06-21 21:00:00","Для заказчика необходим паспорт РФ, кандидат из РБ.",,1,1,,0,,,,12,
3996,2588,4779,CANCEL,,,0,,,"2022-06-21 21:00:00","Планирует релокейт из РФ. Для заказчика необходимо, чтобы сотрудник находился на территории РФ",,1,1,,0,,,,12,
3997,2876,4152,CANCEL,,,0,,,"2022-06-23 21:00:00","Борисова снимаем, принял решение увольняться из компании",,1,1,,0,,,,12,
3998,1537,4779,CANCEL,,,0,,,"2022-06-21 21:00:00",Кандидат планирует релокейт. Для заказчика must нахождение на территории РФ,,1,1,,0,,,,12,
3999,2884,11932,REJECT,,,0,,,"2022-07-11 21:00:00","отказ так как ""QML обязателен"" ""поиск временно приостанавливаем, нужно адаптировать новичков""",,1,1,981,1,,,,12,
4000,2884,12086,CANCEL,,,0,,,"2022-06-26 21:00:00","отказалася, так как хотел бы проект все же с нейросетями",,1,1,,0,,,,12,
4001,2304,2151,CANCEL,,,0,,,"2022-06-27 21:00:00",Кандидат Sapa Denis Отказался работать на проекте из-за условий проекта,,1,1,,0,,,,12,
4002,2456,11685,CANCEL,,,0,,,"2022-06-26 21:00:00","К сожалению, отменили интервью с Виталием, после того как получили результаты прогона софт : The candidate is not ready for an interview with the customer. The soft skills are quite questionable as the candidate cannot face the fact that the customer has a leading position in the interview (After the question ""Why should I hire you?"" the candidate left the call). Recommended to improve the soft skills (active listening, holding the dialogue, etc,.) and to attend one more mock interview.Кроме того кандидат не пинговался пол дня, пропустил прогоны, пришлось переносить. Не можем рисковать и показ",,1,1,,0,,8154,,12,
4003,2854,3600,CANCEL,,,0,,,"2022-07-10 21:00:00","снимаем Дмитрик с деманда (клиент затягивает процесс подписания минимально необходимых документов. Как только клиент вернется и подпишет МСА, а также % профабилити будет приемлемым - тогда снова дадим запрос на поиск кандидатов.)",,1,1,,0,,8170,,12,
4004,2837,1793,CANCEL,,,0,,,"2022-06-23 21:00:00","Коробицын Андрей, прошел на другой проект. Останавливаю процессинг кандидата.",,1,1,,0,,,,12,
4005,2819,10340,CANCEL,,,0,,,"2022-06-22 21:00:00",Не рискуем брать с рынка на позицию лида на долгий и флагманский проект компании в домене хелскеа,,1,1,,0,,,,12,
4006,2795,11846,CANCEL,,,0,,,"2022-06-27 21:00:00","Мазепин Василий КсР, S1 - отказываемся от кандидата, во время тех. и софт прогонов, задавал странные вопросы, спорил с интервьюерами. Считает некорректным перед заказчиком подготовку кандидатов на проект, если он готовится по софтам, что чуть ли и заказчик не должен готовится к общению с ним. Есть большие репутационные риски, на собеседовании с заказчиком может выдать ненужную информацию. Решение приняли коллегиально я, рекрутер Эллина Скляр и Чернышев Игорь. Не рекомендую для дальнейших проектов.",,1,1,,0,,,,12,
4007,2847,4807,ASSIGNED,,,1,,,"2022-06-27 14:20:34",,,1,1,964,0,,,,,
4008,1504,12048,CANCEL,,,0,,,"2022-06-21 21:00:00","Знакомство с ПМ: у кандидата нет опыта с postgre. Он не против обучиться, но сейчас заказчик готов смотреть кандидатов только с широкой экспертизой именно на postgre. К сожалению, отказ, не процессим дальше",,1,1,,0,,,,12,
4009,2851,1716,CANCEL,,,0,,,"2022-07-10 21:00:00","общения с берилз, увы, но не было на прошлой неделе, они извинились, сказали что не могут
Кандидат снят - не отправили сиви пока даже",,1,1,,0,,8205,,12,
4010,2874,1605,REJECT,,,0,,,"2022-06-22 21:00:00",Кандидат отказался готовиться на проект. Ресурсный так же не уговорил.,,1,1,,0,,8145,,12,
4011,2844,4736,CANCEL,8,"2022-07-04",0,,,"2022-07-04 12:02:53","пока хотят начать с 1 специалиста, дальше - будут смотреть по скоупу работы - сокращение деманда до 1 позиции",,1,1,,0,,,,12,
4012,2844,7612,CANCEL,9,"2022-06-30",0,,,"2022-07-04 12:02:53","пока хотят начать с 1 специалиста, дальше - будут смотреть по скоупу работы - сокращение деманда до 1 позиции",,1,1,,0,,,,12,
4013,2882,11949,CANCEL,,,0,,,"2022-07-10 21:00:00","общения с берилз, увы, но не было на прошлой неделе, они извинились, сказали что не могут
Кандидат снят - не отправили сиви пока даже",,1,1,,0,,,,12,
4014,2688,3801,ASSIGNED,,,1,,,"2022-06-28 09:30:00",,,1,1,,0,,,,,
4015,2793,7776,CANCEL,16,"2022-07-05",0,,,"2022-07-06 11:52:36",Позиция на которую Грузицкий Сергей проходил собеседование была закрыта внутренним сотрудником заказчика,,1,1,789,0,,,,12,
4016,2890,8475,TERMINATED,,,0,,,"2022-06-29 15:25:19",Stop on project from: 2022-08-14,,1,1,,1,,,,,
4017,2739,3447,CANCEL,,,0,,,"2022-06-29 21:00:00",Maroz Kiryl - плохие результаты 2-х техпрогонов. Кандидат не соответствует роли QALead. Аппрув от ДМ и Sales,,1,1,966,0,,,,12,
4018,2883,1917,REJECT,,,0,,,"2022-06-22 21:00:00",Данный кандидат не рентабелен для проекта на текущий момент абсолютно,,1,1,,0,,,,12,
4019,2878,11838,CANCEL,,,0,,,"2022-06-29 21:00:00","На собеседовании с заказчиком кандидату не хватило опыта в части Дата анализа, владения SQL",,1,1,,1,,,,12,
4020,2863,4779,CANCEL,,,0,,,"2022-06-21 21:00:00","Ненадежный кандидат, хочет уезжать то не хочет уезжать",,1,1,,0,,,,12,
4021,2862,4779,CANCEL,,,0,,,"2022-06-21 21:00:00","Ненадежный кандидат, хочет уезжать то не хочет уезжать",,1,1,,0,,,,12,
4022,2893,828,CANCEL,,,0,,,"2022-06-22 21:00:00",Человек находится на удержании в компании. Прошу другого кандидата,,1,1,,0,,,,12,
4023,2893,547,REJECT,,,0,,,"2022-07-03 21:00:00",rejected on cv rejected on cv rejected on cv rejected on cv,,1,1,,0,,,,12,
4024,820,2901,ASSIGNED,,,1,,,"2022-07-11 11:36:17",,,1,1,,0,,,,,
4025,2605,10646,CANCEL,,,0,,,"2022-07-06 21:00:00","пока что снимаю с деманда, т.к. не будем засылать остальные сиви пока не подпишутся доки и не рассмотрят первых двух отправленных девопсов (Хуберт Барановский)",,1,1,,0,,,,12,
4026,2613,11945,CANCEL,,,0,,,"2022-06-22 21:00:00","кандидат не подходит по профилю, нет опыта с Azure и в целом с другими технологиями которые есть в требованиях",,1,1,,0,,,,12,
4027,2838,4334,ASSIGNED,,,1,,,"2022-07-08 12:40:16",,,1,1,,0,,,,,
4028,2445,346,REJECT,,,0,,,"2022-06-26 21:00:00","Акобян Ануш, М1, Android - банк не готов в данный момент рассматривать этого кандидата, с учетом оценки его уровня и ограниченного количества вакансий в данный момент.",,1,1,,1,,,,12,
4029,2895,4397,CANCEL,7,"2022-07-01",0,,,"2022-06-29 13:39:10","Заказчик полностью закрыл набор на позицию, закрываем деманд.",,1,1,,0,,,,12,
4030,2757,4639,CANCEL,,,0,,,"2022-06-22 21:00:00","Таранов не хочет лидить, нужен другой кандидат, снимаем",,1,1,,0,,,,12,
4031,2897,3119,CANCEL,13,"2022-06-29",0,,,"2022-06-27 08:27:13",решено пока джунов не показывать. т.е. мидл не прошел собеседование.,,1,1,,0,,8164,,12,
4032,2817,4158,CANCEL,,,0,,,"2022-06-23 21:00:00","Рассказала про проект-15 минут, архитектор провел тех собес-15 минут+после самостоятельное решение задачи в чате(есть запись и чат):
Архитектор:
- нежелание заниматься лидскими активностями
- слабое понимание event driven, реализации cqrs
- слабое знание SQL
- негативные отзывы с других проектов
Мой коммент: чувствуется неуверенность, пока исполнитель- не лидер. После попыток лидерства на прошлом проекте на этом его интересовал больше бонус за лидерство, чем постоянная позиция. Провал по SQL был сильно очевиден. Задача была уровня мидла.",,1,1,,0,,,,12,
4033,2817,3359,CANCEL,,,0,,,"2022-06-26 21:00:00","Архитектор рассмотрел реальное CV и дал фид

мало опыта
нет опыта лидства
нет работы с AWS
нет ярких отзывов чтобы думать, что потянет",,1,1,,0,,,,12,
4034,2839,7365,CANCEL,,,0,,,"2022-06-21 21:00:00","Овчаренко отказался и увольняется,,,,,,,,,,,,,,,,,,,,,,,",,1,1,,0,,,,12,
4035,2793,2605,REJECT,,,0,,,"2022-06-22 21:00:00",Кандидат отказался готовить на проект Альфа-Банк РФ,,1,1,,1,,,,12,
4036,2867,2605,CANCEL,,,0,,,"2022-06-21 21:00:00",Винокуров - екатеринбург - не подходит______________,,1,1,,0,,,,12,
4037,2870,2605,CANCEL,,,0,,,"2022-06-26 21:00:00","Винокуров Андрей - на Миграции ЕФС заказчик хочет только с опытом ЕФС, отменяем, перекидываем на другой проект",,1,1,,1,,8167,,12,
4038,2892,1687,CANCEL,4,"2022-06-23",0,,,"2022-06-24 06:35:51",Деманд закрыт по инициативе заказчика. Потребность отсутствует.,,1,1,,0,,,,12,
4039,2834,1687,CANCEL,7,"2022-06-27",0,,,"2022-06-27 10:53:45","Деманд закрыт заказчиком, позиция закрыта другим вендором",,1,1,,0,,,,12,
4040,2871,10894,CANCEL,,,0,,,"2022-06-26 21:00:00","Русинова Вероника КСР на Миграции ЕФС заказчик хочет только с опытом ЕФС, отменяем, перекидываем на другой проект",,1,1,,0,,,,12,
4041,2850,3962,CANCEL,,,0,,,"2022-06-21 21:00:00",Острога нерентабельный________________________________,,1,1,,0,,,,12,
4042,2818,3962,CANCEL,4,"2022-06-29",0,,,"2022-06-28 14:44:31","Данную позицию заказчик закрыл своими силами, отпускаем кандидатов",,1,1,,0,,,,12,
4043,2416,3962,CANCEL,13,"2022-07-15",0,,,"2022-07-15 13:33:14",Получили актуальный деманд от BSS. Деманд приостановлен на неопределенный срок. В свяжи с внутренними разбирательствами и пересмотром договорных отношений между BSS и ВТБ,,1,1,,0,,,,12,
4044,1502,6696,CANCEL,,,0,,,"2022-06-26 21:00:00","Maroz Pavel: не подойдет по стеку позиции
Нужна широкая экспертиза с БД, в частности миграция данных. На МТС рассмотреть не можем",,1,1,,1,,,,12,
4045,2850,2410,ASSIGNED,,,1,,,"2022-07-12 15:35:00",,,1,1,,0,,,,,
4046,2898,4400,TERMINATED,,,0,,,"2022-06-23 05:55:25",Stop on project from: 2022-08-23,,1,1,,0,,,,,
4047,2902,1882,CANCEL,13,"2022-07-01",0,,,"2022-06-30 06:27:20","Была попытка заапсейлить человека в Канаде, получили ответ:
""We would look for someone who masters automated tests using testcafé, cypress, datadox ux""
Попробуем автоматизатора сейчас показать",,1,1,,0,,,,12,
4048,2850,1190,CANCEL,,,0,,,"2022-07-11 21:00:00",Вершинин - перенесен на другой деманд аккаунта____,,1,1,,0,,,,12,
4049,2900,7682,CANCEL,28,"2022-08-08",0,,,"2022-08-09 10:01:05",the customer wants to hold a tender procedure first,,1,1,,1,,,,,
4050,2843,3205,ASSIGNED,,,1,,,"2022-07-05 12:40:33",,,1,1,,0,,,,,
4051,2743,10345,CANCEL,,,0,,,"2022-06-29 21:00:00","Принял оффер другой компании, не сошлись по условиям",,1,1,,1,,,,12,
4052,2853,1925,CANCEL,,,0,,,"2022-06-26 21:00:00","Хроленок Сергей - отклонен командой деливери, в связи с недостатком необходимого стека.",,1,1,,1,,,,12,
4053,2856,10345,CANCEL,,,0,,,"2022-06-22 21:00:00","Батыров Ричард:
кандидат Сбер не рассматривает (информация от рекрутеров)",,1,1,,0,,,,12,
4054,2891,10345,CANCEL,,,0,,,"2022-06-28 21:00:00",Батыров Ричард (КСР) (Альфа-Банк РФ): отпускаем кандидата. Заказчик полностью остановил подбор на вакансию.,,1,1,,0,,,,12,
4055,2482,11949,CANCEL,13,"2022-07-04",0,,,"2022-07-07 08:42:54","Заказчик отписал:
""""""
нам придется на время отложить разговор с предложенным коллегой.
Это необходимо в связи с текущей рабочей ситуацией и прогрессом, достигнутым в других обсуждениях.
Затем мы свяжемся с вами.
""""""
Учитывая и первый странный отказ, похоже слились окончательно",,1,1,,0,,,,12,
4056,2010,12523,CANCEL,,,0,,,"2022-07-12 21:00:00",Didn't pass client interview.........................,,1,1,,0,,8165,,12,
4057,2050,11968,REJECT,,,0,,,"2022-07-12 21:00:00","Hi Mikhail,

we were not happy with the candidate – do you have other candidates for us?

***

Sure: We did not had the impression that she can manage the project; her replies were often not answering the questions.",,1,1,,0,,,,11,
4058,2912,7696,CANCEL,,,0,,,"2022-06-26 21:00:00",Плахотный Николай отказался от позиции. Снимаем кандидата.,,1,1,,0,,,,12,
4059,2903,10735,CANCEL,,,0,,,"2022-06-22 21:00:00",Кандидатов из Армении не рассматриваем. Враждующие страны.,,1,1,,0,,,,12,
4060,2900,2055,CANCEL,,,0,,,"2022-08-02 00:00:00","Кандидат прошел на Centtrip, снимаем кандидата с деманда.",,1,1,,1,,,,12,
4061,2903,12189,CANCEL,13,"2022-06-29",0,,,"2022-07-01 11:22:51",Заказчик вернется позже после пересмотра бюджета..,,1,1,,0,,8169,,12,
4062,2135,7667,CANCEL,,,0,,,"2022-07-03 21:00:00",По совокупности проведенных прогонов не вижу смысла продолжать дальнейшую подготовку - кандидат не соответствует требованиям проекта и ожиданиям клиента.,,1,1,,0,,,,12,
4063,2913,1917,REJECT,,,0,,,"2022-07-05 21:00:00","Фидбек заказчика:
В целом Дмитрий произвел хорошее впечатление, хороший опыт.
Возможно не хватает опыта лидерства и самостоятельности.
Для нас также сыграло роль то, что не было опыта в проектировании архитектуры.",,1,1,967,0,,,,12,
4064,2824,8161,CANCEL,,,0,,,"2022-06-26 21:00:00","candidate has no experience with ""C"". The customer sad that this point must have",,1,1,,0,,,,12,
4065,2751,6696,CANCEL,,,0,,,"2022-06-22 21:00:00",Мороз - рб __________________________________________,,1,1,,0,,,,12,
4066,2545,1144,CANCEL,,,0,,,"2022-06-23 21:00:00","Панченко ранее предлагали данный проект, отказался, не понравился стек",,1,1,,0,,,,12,
4067,2359,4983,CANCEL,,,0,,,"2022-06-22 21:00:00",Ажель должен остаться в Андерсен_____________________,,1,1,,0,,,,12,
4068,2876,3964,CANCEL,,,0,,,"2022-07-17 21:00:00",The customer is not ready to replace because there is nothing to load a developer with.,,1,1,,1,,,,12,
4069,2916,4907,CANCEL,4,"2022-06-30",0,,,"2022-06-28 13:03:07",Заказчик закрыл позиции. Деманд закрваем..........,,1,1,,0,,,,12,
4070,2916,4397,CANCEL,,,0,,,"2022-06-27 21:00:00",Турик процессится на астон. Снимаем кандидата с деманда.,,1,1,,0,,,,12,
4071,2916,3612,CANCEL,4,"2022-06-30",0,,,"2022-06-28 13:03:07",Заказчик закрыл позиции. Деманд закрваем..........,,1,1,,1,,,,12,
4072,2723,8413,CANCEL,,,0,,,"2022-07-03 21:00:00","Ciesla Michal - кср, не пингуется, снят...........",,1,1,,1,,,,12,
4073,2669,10860,CANCEL,,,0,,,"2022-06-26 21:00:00","Натрошвили принял оффер другой компании, недоступен",,1,1,,0,,,,12,
4074,2088,8413,CANCEL,,,0,,,"2022-07-03 21:00:00","Candidate asked for the pause up to August which is inappropriate for the client

..............................................................................................",,1,1,,0,,,,12,
4075,2896,3964,CANCEL,,,0,,,"2022-07-13 21:00:00","Мысык Ваня отмена, стартует Олег Житник...........",,1,1,,0,,,,12,
4076,2751,6753,CANCEL,,,0,,,"2022-06-26 21:00:00","Отклоняю кандидата, нет релевантного опыта, недостаточный уровень знаний.",,1,1,,0,,,,12,
4077,2275,12125,CANCEL,2,"2022-07-07",0,,,"2022-07-07 05:49:46",We got a refusal for RFP proposal on 6th of July. Meanwhile we will close all opportunities,,1,1,,0,,,,12,
4078,2901,60,CANCEL,,,0,,,"2022-06-27 21:00:00","Чаленко снимаем, бенч 2, нужен более ранний старт, ищем другого",,1,1,,0,,,,12,
4079,2879,10449,CANCEL,,,0,,,"2022-07-05 21:00:00","Кандидат был готов проходить второе собеседование с заказчиком на позицию с языком Python. Однако, когда согласовали слот на собеседование с заказчиком, Айнура сообщила, что не сможет присутствовать сославшись на плохое самочувствие. После уговоров и вопроса о переносе собеседования на следующую неделю перестала выходить на связь вообще.",,1,1,,0,,,,12,
4080,2907,4532,ASSIGNED,,,1,,,"2022-07-08 09:01:05",,,1,1,,0,,,,,
4081,2901,4158,CANCEL,,,0,,,"2022-07-11 21:00:00","Черевко снимаем, отпускаем сотрудника 
движение по деманду будет только после подписания документов",,1,1,,1,,,,12,
4082,2919,10340,CANCEL,,,0,,,"2022-07-03 21:00:00",Кандидата Евгения забирают и оформляют на другой проект - планируют его старт 11-м июля. Дайте пожалуйста нового кандидата,,1,1,,0,,8194,,12,
4083,1937,112,CANCEL,,,0,,,"2022-07-03 21:00:00","Ковальски Кшыштов - очень слабый немецкий, снимаем кандидата, не пройдет собес",,1,1,,0,,,,12,
4084,2683,7354,ASSIGNED,,,1,,,"2022-07-01 09:02:52",,,1,1,,0,,,,,
4085,2946,1446,CANCEL,,,0,,,"2022-07-03 21:00:00",заказчик начнет рассматривать кандидатов на эту вакансию с 15/07,,1,1,,0,,,,12,
4086,2945,661,CANCEL,,,0,,,"2022-07-03 21:00:00",заказчик начнет рассматривать кандидатов на эту вакансию с 15/07,,1,1,,0,,,,12,
4087,2357,441,CANCEL,,,0,,,"2022-06-28 21:00:00","кандидат в минске и только подался на визу, нам не подходит, клиент готов смотреть только тех кто уже с визами на руках",,1,1,,0,,,,12,
4088,2943,2151,CANCEL,,,0,,,"2022-06-29 21:00:00","Сапа Денис - увольнение, для стаффинга недоступен.",,1,1,,1,,,,12,
4089,2942,252,CANCEL,,,0,,,"2022-07-03 21:00:00",заказчик начнет рассматривать кандидатов на эту вакансию с 15/07,,1,1,,0,,,,12,
4090,2944,4821,CANCEL,,,0,,,"2022-07-03 21:00:00",заказчик начнет рассматривать кандидатов на эту вакансию с 15/07,,1,1,,0,,,,12,
